Country,Year,Employment,Employment females,Employment females as % of employment,Employment in agriculture,Employment in agriculture as % of employment,"Employment in agriculture, index",Employment in industry,Employment in industry as % of employment,"Employment in industry, index",Employment in services,Employment in services as % of employment,"Employment in services, index",Employment males,Employment males as % of employment,"Employment, index",Females self-employment % fem employment,Females unemployment % of fem lab force,Labour force,Labour force females,Labour force males,"Labour force, index",Males self-employment % mal employment,Males unemployment % of mal lab force,Rate of Unemployment as % of Labour Force,Self-employment,Self-employment % of employment,Unemployment,"Unemployment females , (‘000)","Unemployment males , (‘000)"
United Kingdom,2010,29125,13597.65,46.68721,351.575,1.207124,99.6669,5554.45,19.07107,96.067,23218.97,79.7218,92.64429,15527.3,53.31262,93.35804,9.018838,6.873693,31584.32,14601.5,16982.82,95.87517,18.33094,8.572594,7.786648,4072.65,13.98335,2459.325,1003.875,1455.5
United Kingdom,2011,29282.1,13664.25,46.66417,354.825,1.211747,100.5882,5576.375,19.04363,96.44621,23350.9,79.74462,93.17067,15617.9,53.336,93.86161,9.255356,7.339262,31841.43,14746.72,17094.75,96.6556,18.48488,8.638308,8.036686,4151.625,14.17803,2559.35,1082.475,1476.875
United Kingdom,2012,29595.68,13787.97,46.5878,348.425,1.177284,98.77392,5588.075,18.88139,96.64857,23659.18,79.94132,94.4007,15807.7,53.4122,94.86675,9.678723,7.385454,32128.93,14887.5,17241.43,97.52832,18.91958,8.316888,7.885344,4325.25,14.61447,2533.225,1099.5,1433.725
United Kingdom,2013,29953.65,14000.63,46.74096,314.225,1.049037,89.07867,5599.3,18.69321,96.8427,24040.13,80.25775,95.9207,15953.05,53.25912,96.01421,9.797241,7.037649,32390.82,15060.5,17330.32,98.32333,18.77854,7.948629,7.525075,4367.425,14.58061,2437.175,1059.875,1377.275
United Kingdom,2014,30671.4,14346.17,46.77378,382.025,1.245541,108.2991,5767.85,18.8053,99.75787,24521.53,79.94916,97.8415,16325.2,53.22613,98.31491,10.48241,5.82105,32667.22,15232.75,17434.5,99.16235,19.39256,6.363438,6.110472,4669.675,15.22485,1995.825,886.525,1109.325
United Kingdom,2015,31197.1,14583.13,46.74513,352.75,1.130714,100,5781.85,18.53329,100,25062.5,80.33599,100,16613.95,53.25479,100,10.40003,5.124875,32943.18,15370.8,17572.38,100,18.99413,5.455402,5.301053,4672.325,14.97679,1746.075,787.7,958.4
United Kingdom,2016,31647.75,14793.8,46.74519,354.375,1.119748,100.4607,5815.3,18.37508,100.5785,25478.07,80.50517,101.6582,16853.97,53.25489,101.4445,10.85336,4.680531,33246.82,15520.1,17726.72,100.9217,19.42732,4.923618,4.809951,4879.925,15.4195,1599.075,726.325,872.8
United Kingdom,2017,31965.32,15015.45,46.97418,369.675,1.156488,104.798,5803.85,18.15671,100.3805,25791.8,80.68681,102.9099,16949.9,53.02589,102.4625,10.99584,4.215108,33412.1,15676.2,17735.9,101.4234,19.2215,4.431983,4.330292,4909.125,15.35766,1446.75,660.775,786
United Kingdom,2018,32354.05,15207.53,47.00347,344.2,1.063854,97.57619,5830.225,18.02008,100.8367,26179.63,80.91607,104.4574,17146.55,52.99661,103.7085,10.94294,3.940552,33700.73,15831.35,17869.4,102.2996,18.80116,4.045242,3.996093,4887.9,15.10754,1346.675,623.825,722.85
United States,2005,141729.8,65756.5,46.39569,2197.25,1.55031,90.71423,28074.33,19.80836,107.1911,111458.2,78.64133,92.71158,75973.16,53.60425,95.2271,5.943139,5.0965,149320.3,69287.84,80032.5,95.02985,8.791262,5.072205,5.066667,10586,7.469145,7590.583,3531.25,4059.417
United States,2006,144427,66925.59,46.33869,2206.417,1.527704,91.09268,28811.75,19.94901,110.0067,113408.8,78.52329,94.33415,77501.59,53.66142,97.03936,5.961846,4.627276,151427.6,70172.41,81255,96.37094,8.646275,4.61911,4.616667,10691,7.402356,7000.583,3247.083,3753.25
United States,2007,146046.7,67792.41,46.41832,2094.667,1.434245,86.47905,28894.5,19.78443,110.3226,115057.5,78.78133,95.70552,78254.25,53.58168,98.1276,5.839886,4.501583,153124.2,70987.91,82136.34,97.45068,8.414879,4.726197,4.616667,10544,7.21961,7077.667,3195.583,3881.917
United States,2008,145362.5,67876.16,46.69441,2167.917,1.491387,89.5032,27696.5,19.0534,105.7485,115498.1,79.45522,96.07201,77486.16,53.30547,97.66792,5.573385,5.421589,154286.7,71767.09,82519.59,98.19051,8.282769,6.099379,5.775,10202,7.018316,8924.25,3890.917,5033.167
United States,2009,139877.5,66207.75,47.33266,2103.083,1.503518,86.82653,24611.42,17.59498,93.96928,113163,80.9015,94.12967,73669.66,52.66727,93.98259,5.656437,8.069051,154142,72019.16,82123,98.09844,8.383369,10.29359,9.266666,9922,7.093349,14264.58,5811.25,8453.417
United States,2010,139063.9,65704.91,47.248,2206,1.586321,91.07549,23888.42,17.17801,91.20879,112969.5,81.23566,93.96871,73359.16,52.75212,93.43595,5.597754,8.621227,153888.6,71904,81984.75,97.93716,8.342516,10.52105,9.616667,9798,7.045681,14824.75,6199,8625.667
United States,2011,139869.3,65578.84,46.88581,2254.25,1.611684,93.0675,24193.08,17.29693,92.37204,113421.9,81.09138,94.34504,74290.34,53.11413,93.97705,5.521599,8.463039,153616.7,71642.09,81974.59,97.76411,7.98758,9.374034,8.95,9555,6.83138,13747.42,6063.083,7684.333
United States,2012,142469.1,66913.66,46.96715,2186.25,1.534544,90.2601,24607.67,17.27229,93.95496,115675.2,81.19317,96.2193,75555.25,53.03273,95.72385,5.620676,7.892889,154974.6,72647.91,82326.91,98.62831,7.779737,8.224873,8.066667,9639,6.765678,12505.58,5734,6771.25
United States,2013,143929.3,67576.66,46.95128,2129.833,1.479777,87.93092,25205.67,17.51253,96.2382,116593.8,81.00769,96.98345,76352.59,53.04866,96.70499,5.596606,7.075772,155389.2,72722.34,82666.75,98.89216,7.500729,7.638097,7.375,9509,6.606714,11459.83,5145.667,6314.167
United States,2014,146305.3,68613,46.89713,2236.917,1.528937,92.35189,26001.33,17.77197,99.27615,118067.1,80.6991,98.20892,77692.34,53.10287,98.3014,5.391107,6.06042,155921.8,73039.41,82882.34,99.23116,7.395839,6.261983,6.166667,9444,6.454994,9616.417,4426.5,5190.083
United States,2015,148833.4,69702.75,46.83273,2422.167,1.627435,100,26190.92,17.59747,100,120220.3,80.77509,100,79130.59,53.16722,100,5.289605,5.178475,157129.9,73509.5,83620.41,100,7.483832,5.369114,5.291667,9609,6.456212,8296.333,3806.667,4489.667
United States,2016,151435.8,70868,46.79738,2459.917,1.624395,101.5585,26528,17.51765,101.287,122447.9,80.85796,101.8529,80568.09,53.20279,101.7485,5.188519,4.789009,159187.2,74432.09,84754.75,101.3093,7.466977,4.939743,4.866667,9692,6.400071,7751,3564.583,4186.667
United States,2017,153337.4,71935.41,46.91315,2454.167,1.600501,101.3211,26848.58,17.50948,102.511,124034.7,80.89002,103.1728,81402,53.08685,103.0262,5.301978,4.308434,160319.8,75174.5,85145,102.0301,7.109162,4.396311,4.35,9602,6.262007,6982.25,3238.833,3743.25
United States,2018,155761,73062.66,46.90691,2424.5,1.556551,100.0963,27524.75,17.67114,105.0927,125811.8,80.77231,104.651,82698.5,53.0932,104.6546,5.198277,3.837603,162075,75978.41,86096.5,103.1471,7.262526,3.946734,3.9,9803,6.293616,6313.917,2915.75,3398
